overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style
5,False,"10 8, 2008",A27F6LJWATN30K,B0000CEO8F,Margaret B. Degraw,I ordered several boxes of Luna bars and they all came together in one big carton.  They came in a timely fashion and in excellent condition.  If you want to know if they are delicious--they are.,Excellent service,1223424000,,,{'Flavor:': ' Iced Oatmeal Raisin'}
5,True,"07 1, 2008",A1R88EV4RO305N,B0000CEO8F,N. Hawley,"Very tasty, if you've had Luna bars before, this one is on the sweeter side and more Chocolatey, like a dessert!",Delicious!!,1214870400,2,,{'Flavor:': ' Chocolate Raspberry'}
5,False,"06 23, 2008",AP9ETH2Q4DVI2,B0000CEO8F,BeingMommyRules,"Being somewhat of a Luna Bar junkie, I was pleased to see my favorite flavor for such a great price on Amazon.  I tend to eat about one a day, unless I'm getting bored of the flavors I have.  I think I got through this pack in less than 2 weeks.  Sometimes protein bars don't fill you up AND taste good.  It's one or the other, and I even find some Luna Bar flavors not too appealing after 5 years.  I love mint, and chocolate, and it's a nice chewy texture.

The package came in great condition, the chocolate wasn't melted, which has happened before with other flavors.  Great price, quick delivery, great product.  I only wish they'd make a variety pack with these included...",Minty and Yummy... the perfect Luna Bar,1214179200,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"05 3, 2008",A1Q3RMQXCQXBJD,B0000CEO8F,Bubblecrumb,"If you like Girl Scout Thin Mints, you will love Peppermint Stick Luna Bars!! They taste exactly the same!!",If you like Girl Scout Thin Mints....,1209772800,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"04 21, 2008",A36WV5P6206Z8G,B0000CEO8F,Kindle Customer,"Doing Weight Watchers, I eat a lot of these - they fit the program nicely, make a good breakfast selection and can be packed as a snack for long periods of time.  (I keep a box of them in my earthquake kit, for example.)

This is one of my favorite flavors -",OM NOM NOM,1208736000,,,{'Flavor:': ' Chocolate Raspberry'}
4,False,"02 10, 2008",A32032U4HJRH2Z,B0000CEO8F,Saul Aguirre,"The order came in on a timely maner, the product is good and a good to go snack, useful for to put it on your lunch bag and just to be a carried as a healthy candy snak",Luna Bars,1202601600,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"12 30, 2007",AVBZUCTTDH2RP,B0000CEO8F,Jenna Hutchins,"A daily dose of folic acid, chocolate crispy with peppermint, and only 180 calories!  Perfect for breakfast or a snack, and kids love them, too - don't tell them it is good for them!

I ate one a day during my pregnancy and it was a good way to get lots of vitamins and have something easy on the stomach early in the morning.",good and tasty!,1198972800,8,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"12 9, 2007",A2T5ZOR8819XBG,B0000CEO8F,Cynthia D. Lindquist,"Thesr are great, I enjoy having one after a meal.  It's my new desert!",Chocolate Peppermint Bar,1197158400,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"11 21, 2007",A3RM1U7FBVU9TR,B0000CEO8F,LTG INC,"I WOULD NOT SAY ITS AS HEALTHY AS GREENS PLUS.
EVEN IF LUNA IS 70% ORGANIC.
MUCH MORE VITAMIN PACKED THAN GREENS PLUS.

THIS IS TRULY THE DESERT OF HEALTH FOODS!

THE TASTE IS INCREDIBLE

SOME OF THE OTHER FLAVORS ARE GOOD TOO.",THE BEST TASTING BAR EVER,1195603200,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"09 17, 2007",A2FLJCJ3SW0TUY,B0000CEO8F,Brie Allen,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Clif-Bar-Luna-Bar-for-Women-Box-of-15-Chocolate-Peppermint-Stick/dp/B000F9JEJ4/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Clif Bar Luna Bar for Women - Box of 15 - Chocolate Peppermint Stick</a><a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Luna-Bars-Chocolate-Peppermint-Stick-1-69-Ounce-Bars-Pack-of-15/dp/B0000CEO8F/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Luna Bars, Chocolate Peppermint Stick, 1.69-Ounce Bars (Pack of 15)</a>

First time I read about this online I decided to try it out. I stopped by my local Publix and checked to see if they have any in stock. They have most of the flavours here except for a few and some (6?) pack boxes of certain flavours. They're $.79 each, not including tax of course. I bought quite a couple, I think 6. I'll try to dig up the wrappers and see which flavour, but the chocolate peppermint blew me away!
The others has a slight vitamin taste which doesn't bother me, but I just love peppermint. It tastes fantastic, each bite gives you the sweet minty taste with a bit of chocolate taste. I could gobble mine down in a few seconds and it's easy to chew which helps my teeth. Probably one of the best tasting out of the Luna and Cliff bars. I even like this peppermint better than the GeniSoy one. It didn't melt in my messenger bag which is a benefit, but I'm thinking about keeping an ice pack just in case, but it's nearing winter. The GeniSoy melted in the car somehow o. O",Chocolate Peppermint Stick is the best!,1189987200,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"06 10, 2007",A30P89CYYB56QP,B0000CEO8F,H. Pritchett,"I am not a breakfast person, but Luna bars have managed to drag me kicking and screaming into eating something before lunch. Chocolate Peppermint is by far my favorite. I've also found they make great snack bars. And they're a lot cheaper to buy by the box.",Snacky but Healthy.,1181433600,2,,{'Flavor:': ' Chocolate Peppermint Stick'}
4,True,"05 12, 2007",ALOVF6XMAHOU9,B0000CEO8F,Amy Rose Shapiro,"Luna Bars, Chocolate Peppermint Stick, 1.69-Ounce Bars (Pack of 15)
are a good deal",Delicious & nutricious,1178928000,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"05 7, 2007",ARRUS25DNX72,B0000CEO8F,Joyce A.,The Iced Oatmeal/Raisin LUNA bars are my favorite!  They remind me of cookies of the same name but I know I am getting good-for-me ingredients.,Nutrition,1178496000,,,{'Flavor:': ' Iced Oatmeal Raisin'}
5,False,"03 25, 2007",A1CKDK7QXYWYZX,B0000CEO8F,Old Crone,"This is Luna's BEST flavor. It is an excellent blend of chocolate and peppermint flavor. My teenage daughter first introduced me to Luna Bars and I had them in the house for her. I love these for a quick breakfast or after exercising. My husband has now become addicted to the peppermint and, after trying other flavors, we have the peppermint and lemon coming on a monthly basis!",Chocolate Peppermint - Luna's Best,1174780800,4,,{'Flavor:': ' Chocolate Peppermint Stick'}
4,True,"01 11, 2007",A3LB4GELNODPLI,B0000CEO8F,Alden A.,"I really enjoy this flavor of Luna Bars, they aren't too minty; more of a sweet tooth fix combined with a luna bar. Great after a workout, satisfying but not too heavy. I could eat these every day!",Great flavor for peppermint lovers,1168473600,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"12 27, 2006",A3R17CVPTQOTEW,B0000CEO8F,Samantha White,"The calories and fat are far less than a candy bar, and it's far more satisfying. I don't get nearly enough vitamins, and these bars give me a better start. There's no corn syrup, plenty of protein, and so many vitamins I found a few I didn't recognize.

  Amazon has a great price for 15 bars, less than a dollar a piece! Don't be afraid to try these! The Peppermint Stick bars taste just like thin mint Girl Scout Cookies! I like Caramel Nut Brownie too, in fact, the only one that didn't fit my tastes was the Lemon Zest.

  They're fit for a lady's health, but I'm very sure anyone can enjoy these.",Try them.,1167177600,,,{'Flavor:': ' Chocolate Peppermint Stick'}
1,False,"08 27, 2006",AH5ITRNPNMGTH,B0000CEO8F,Barbara,"I am amazed that all these so-called health foods will add artery-clogging ""palm kernel oil"" as an ingredient.  Don't buy anything with palm kernel oil, cocoa butter, and anything hydrogenated!!  No matter how many ""organic"" things are added to it.

For many years now, it has been established that palmitic acid carbon atoms increase the risk of coronary heart disease.  The World Health Organization in its report states there is convincing evidence that palmitic oil consumption contributes to an increased risk of developing of cardiovascular diseases.",Don't buy them,1156636800,14,,{'Flavor:': ' Chocolate Peppermint Stick'}
4,False,"02 21, 2006",A1E5Y3I3TYCKGU,B0000CEO8F,Sara Schmitt,"After overcoming my initial hesitation about energy bars, and working through a few to get used to the ""nutritious"" taste, I've come to enjoy Luna bars as a way to stave off my lunch-to-dinner snack craving.  Cookies & Cream and Chocolate Peppermint Stick are my standbys, although I'll mix it up with a Chai Tea bar or one of the Peanut Butter flavors as well.  I'm not fond of the fruit and pie flavors, particularly the Lemon Zest and Orange... they're a little unnatural, and I was not fond of the creamy (non-chocolate) coating on them.

Amazon really does offer the lowest price per case on these... if you eat Lunas regularly, stock up, 'cause your local grocery store won't offer these prices anytime soon.

And guys--don't be timid to try these, even though they're ""girly""--there's more flavor choice, and once you peel off the wrapper, it's just another energy bar.","Don't expect candy... but it's not bad, either",1140480000,2,,{'Flavor:': ' Chocolate Peppermint Stick'}
3,False,"12 29, 2005",A2MFQPFGFP81IB,B0000CEO8F,~ michelle,"Luna Bars taste and smell like the stuff I use to feed my tropical fish i.e. some sort of nutrition blend disguised as bars (for my fish, flakes). But for something to grab on the go or someone with a busy schedule who doesn't have time to cook (or eat elaborate meals), the nutrition blend of vitamins and minerals offered by this bar is quite remarkable.","Tastes like fish food, but good for on the go",1135814400,3,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"10 21, 2005",A1ANHT0OOU2C5N,B0000CEO8F,J. StCharles,"These are good energy bars.  They work well to hold off the need for a meal for a few hours.  They taste fairly well too,  but they do have a bit of a soy taste to them.  Peppermint is fun however,  appropriate for the holiday season which is coming up soon.  I recommend these if you don't mind a soy taste.",Pretty good,1129852800,4,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"11 6, 2012",A312B2AZHW9030,B0000CEQD5,Luke,"When they say ""No Stir Creamy Peanut Butter"" they mean no stir! Great tasting peanut butter and there is no separation.",Delicious,1352160000,,,{'Flavor:': ' Organic  Creamy Peanut'}
5,True,"05 24, 2007",AVJDPFMUVGEHF,B0000CEQD5,Dennis2016,"Excellent Organic Peanut Butter! I agree with other reviewers, you should when FIRST OPEN JAR STIR IN CENTER SLOWLY, to let the oil on top seep down and mix properly.  Then you're good to go and enjoy Peanut butter & Jelly soft bread sandwiches. I'm getting the non salt version, though only 80 mg of sodium in this type, unlike alot of commercial brands that have 100 mg or more.",Authentic Creamy Peanut Flavor!,1179964800,2,,{'Flavor:': ' Organic  Creamy Peanut'}
5,False,"05 23, 2006",AYTNH0H50OELI,B0000CEQD5,VLM,"NATURAL, LOVE THE NON-SUGARY UNPROCESSED TASTE THAT THE OTHER PEANUT BUTTERS DON'T HAVE. CAN SPOON OFF SOME OF THE OIL AND DISCARD WITHOUT LOSING TOO MUCHY CREAMY TEXTURE,TOO, WHEN 1ST OPENED!",Absolute Best,1148342400,,,{'Flavor:': ' Organic  Creamy Peanut'}
5,False,"04 1, 2006",A2OQ2T791JKIHE,B0000CEQD5,Marian M,"In the weight control program that I follow, peanut butter is either a ""fat"" or a ""protein"".  With that in mind, I have tried different peanut butters and have narrowed my preferences down to two brands, Maranatha being one.  My reasons:

-Organic: made with certified organic peanuts and if that is important to you, then Maranatha is a great choice.

-Additives: NO hydrogenated oils, NO sugar added; no nothing except for a tiny trace of salt.  But, this does not taste salty at all

-Great taste: This should have been first.  Maranatha has a mild, mellow, peanutty taste. I really do like it.

-Great texture: truly smooth and creamy. Easy to spread even on soft bread

Hint: This is NOT homogenized; the oil is on the top of the peanut butter when you open the jar.  You have to mix it in but, fear not!  Stick a butter knife down into the middle of the jar and move it ever so slightly, creating an opening into which the oil can flow.  Repeat this a few times and most of the oil will be gone from the top.  Stir and then enjoy.  You will NOT have to mix again.

Summary: A wonderful way to get those ""fat"" allowances from a healthful type of fat.  This peanut butter has made my weight control easier because I substitute it for far less satisfying fats and it seems as though I am eating something sinfully sensational.",Marvelous Maranatha PB,1143849600,5,,{'Flavor:': ' Organic  Creamy Peanut'}
5,False,"06 16, 2005",ANSBKQPNZZZEH,B0000CEQD5,Sandiacindy,"I have tried them ALL - even making my own, which would be the best if I could get fresh organic peanuts. In lieu of that, I've been eating this p.b. for over four years. It's great with anything p.b. goes with, even better all alone on a spoon.

Eat and enjoy!",Best Peanut Butter on the Planet,1118880000,3,,{'Flavor:': ' Organic  Creamy Peanut'}
5,False,"01 1, 2016",A3KSX7NUXCANJ3,B0000CEQD5,Terry Brockman,This is honestly my favorite tasting peanut butter ever. I eat a spoon full with my cereal and LOVE it!,This is honestly my favorite tasting peanut butter ever,1451606400,,,{'Flavor:': ' Organic  Creamy Peanut'}
1,False,"09 26, 2013",A3NFHB4BWEANTG,B0000CEQD5,csempek,"Bleck, this stuff is sickeningly sweet. I intended to buy the almond butter (trying to stay away from legumes) but grabbed the wrong jar. Oh well, it's certified organic, it must be good. No, this cavity inducing paste is at least as sweet as Skippy and Jif. But hey, that's marketing for you, right? Prefix every ingredient with organic and con the consumer into buying candy when they think they're buying something healthy. Also, palm oil? Really? Even if it is organic, that stuff wrecks you (and the societies and ecosystems from which it is extracted). If you need to eat peanut butter, then it should be in a jar with a label containing the following ingredient: peanuts. I will not be going back to the store to remedy my mistake by buying their almond butter, as my blood sugar levels are causing blurry vision due to eating a tablespoon of Mara Natha's peanut flavored sugar paste.","This is candy, and not in a good way.",1380153600,2,,{'Flavor:': ' Organic  Creamy Peanut'}
