,author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
7456,Peter_Ingamells,An excellent restaurant in the heart of Victoria Island,"A restaurant of very high quality.  Food very good and a high class of service, to say nothing about the spectacular views over Lagos and the Nigerian coast.",4,01/04/2014,4,The Sky Restaurant
7457,Mohaned E,Must visit,"Welcome to Lagos!!!
I visited this restaurant few times but I can't recall the exact months. 
This restaurant is by all means one of the best in town, best view, best atmosphere and setup, excellent food, well trained and nice staff. 
My best choice of...More",4,01/04/2014,4,The Sky Restaurant
7458,Ugwu N,Sky High Romance,"We walked over to this hotel after a night at the theatre, was real good. it was not busy but the ambience was amazing. alot of expatiates see to like the restaurant. Our waiter/barman was so nice and courteous with a very quick 'of course'...More",4,01/01/2015,4,The Sky Restaurant
7459,Ibadanboy,"Fantastic view, lovely restaurant, nice piano music","The Eko Sky Restaurant and Lounge at the Eko Hotels & Suites penthouse floor is simply out, excellent! Accessed by the lobby elevators from the main reception at the Eko hotel, the bar & restaurant are on the top floor. The views of the city...More",3.5,01/02/2015,4,The Sky Restaurant
7460,Vania M,Great atmosphere & amazing view,"Nice modern cuisine
Great atmosphere & Amazing view
Nice bar for drinks, good quality drinks
Need to work on a smoker's area",4.5,01/11/2014,4,The Sky Restaurant
7461,Tulsaguy,Very nice restaurant with very good food,"The atmosphere is very, very nice - white tablecloth, live piano in the background.  the food is very good - I had the roast duck with risotto and it was excellent.  Another night, i had the salmon, which also was very good.  The ravioli appetizer...More",4,01/01/2015,4,The Sky Restaurant
7462,David M,"Sunday Brunch, Very good!","Sorry, this might not be the right restaurant, it is in this hotel, and it is by the pool, but very good selection of brunch food. Lots of veriety, and flavors were great. The chef came out and mingled, very, very popular with the locals....More",5,01/01/2015,4,The Sky Restaurant
7463,TaikeT,5 star Service,"My beautiful husband-to-be took me to a late night dinner at this fantastic restaurant. I had the jumbo prawns with peanut sauce, a food experience that must be shared. Cooked and seasoned to perfection this dish is. truly an African seafood lovers dream. My partner...More",5,01/01/2015,4,The Sky Restaurant
7464,classicchi,Breath taking view,"This restaurant is the height of fine dinning in Lagos, beautiful view, good wine, great staff and a chef that can give a twist to any meal. It is indeed expensive but worth it to splurge for a nice night outing.",4,01/11/2014,4,The Sky Restaurant
7465,Yetunde O,lovely valentine special,"It was an  A+ for an enchanting evening, the ambience,the music, great food, excellent wine,and overall lovely night.
Definitely my go to for special occasions.",4,01/02/2014,4,The Sky Restaurant
7466,emmacK6944CD,Don't miss out,Eko hotel offers one of the best meals to be found in Lagos. The cuisine is diverse and authentic. Certainly not to be missed and worth a visit to the island for it. The pool and bar area are relaxed and very inviting.,4,,4,The Sky Restaurant
7467,JustAnotherAfroChic,"Beautiful scenery, average meals.","If you're looking for a quiet and beautiful place to eat, then yes this place is right. The food was just average, nothing spectacular. The service was very good. I would go back just for that view.",5,01/12/2013,4,The Sky Restaurant
7468,samozalla,Classic,An impressive View of Victoria Island and the new Eko Atlantic city and a restaurant guaranteed to impress,5,01/08/2014,4,The Sky Restaurant
7469,InstinctiveTraveller,Excellent view..great ambience,"The view of Lagos city on one side and sea from the other side of the restaurant is the best part. With the sun setting and excellent food and personalized service, your evening is made. Since we are were vegetarians and menu limited, they were...More",5,01/05/2014,4,The Sky Restaurant
7470,JohnL7878,Excellent Venue for Dinner in Lagos,Food and Service was pretty good at Eko Sky Restaurant with great views. Recommended for dinner in Lagos.,5,01/09/2013,4,The Sky Restaurant
7471,T-Africa2000,Excellent for Business Dinners,"Had dinner and lunch here again and I was impressed with the food and the service. We had the chicken wings, prawn tempura, and lobster soup as starters - all very good.  For mains we had the prawns, salmon steak and lobster pasta - also...More",4,01/07/2014,4,The Sky Restaurant
7472,Victor90,Excellent Place,It's advisable to call and book in advance for quick service. The food is good but very pricey. The view of Lagos from there is excellent.,4,01/11/2013,4,The Sky Restaurant
7473,Oyingbo,Overlooking the atlantic,"the food is great and the view is also quite nice. One side gives you an aerial view onto the beach and atlantic ocean, the other side shows Victoria Island and Ikoyi as well. Also great for reception with not more than 100 - 150...More",4,01/11/2013,4,The Sky Restaurant
7474,TimmoW16,Nice view over Lagos at night with good food,"I have here a couple of times with business and with friends. As Lagos prices go, which is generally expensive, their food is decently priced for the good quality. The range of wines is extensive and also extensive in price.. Service is generally good.",3.5,01/10/2013,4,The Sky Restaurant
7475,T-Africa2000,"Great venue, good service, good food","The venue is amazing with spectacular views. The barmen and waiters are very good too. They have a nice selction of wines which aren't too expensive. The food was very good as well, we had the oxtail curry, Asian stirfry and a steak. All great....More",4.5,01/11/2013,4,The Sky Restaurant
7476,TeeHaa,"Scenic View, Expensive Meals","Was there in a company group for dinner. There was continental food and drinks, I cant remember if they have local food. The setting was excellent with a great view of the Eko Atlantic city and part of the Victoria Island. There was piano playing...More",4,01/01/2014,4,The Sky Restaurant
7477,Meena G,Best place for special occasions,Amazing view very good service very polite and the staff help to make it memorable. Heavy on hype pocket but.,5,01/09/2013,4,The Sky Restaurant
7478,T-Africa2000,"Great food, good service",The location is awesome and the food is as good as it gets in Lagos. Nothing in this city is good value for money by global standards but here you don't feel too bad about spending top dollar. They have a decent wine selection as...More,5,01/11/2013,4,The Sky Restaurant
7479,ollyl_12,"Good food, great service, amazing view & very expensive!","My wife and I recently visited the restaurant, amazing views, excellent service, however very expensive - although this is Lagos.

Great for taking large groups.",5,,4,The Sky Restaurant
7480,MAquiel,Good food - beautiful view at night of Lagos,Menu has a good selection and the seafood menu had a decent  selection. The service was fine but could do with some improvement. The view from the top was quite nice.,4,01/02/2014,4,The Sky Restaurant
7481,KayusYussuf,Eating in the clouds,"Eating in one of the highest restaurants in Nigeria is something i'd recommend to anyone, not just for the euphoria of eating in the cloud but also for the quality of the meals served. the lowpoint is that the meals are a lil pricey",4,01/12/2013,4,The Sky Restaurant
7482,daymannightman,Expensive but Exquisite,"This place may indeed be pricey but it has phenmenal food quality. The staff are impeccable and the food is beyond gourmet. It is also a wonderful view from there at the top.

Be sure to leave room for dessert!",5,01/11/2013,4,The Sky Restaurant
7483,Reniestar,Love this place!,"Ive been here a few time and unfortunately I always order the same thing. The tempura, the salmon with spinach as a side and the creme brule. Always, lol. Call me a creature of habit. 

I can say they always taste great and worth every...More",4,01/10/2013,4,The Sky Restaurant
7484,Benyaffer,Evening meal and drinks,"Wonderful food and drinks combined with great atmosphere, very wonderful wait staff, relaxing back ground music and a very interesting African shop for arts and crafts but also very high quality leather goods",4,01/10/2013,4,The Sky Restaurant
7485,Tinuks,The view is the best bit,"In a city that hasn't got much in the way of skyscrapers, I was happy to get a view of Lagos from that height. I was there for a symposium so we were on a bit of a set menu, but the food was good,...More",4,01/02/2013,4,The Sky Restaurant
7486,Intrepidtravellers_8,Best sea bass I've ever eaten plus stunning views,"I had the best bass fillets I've ever eaten at this delightful venue. We went to the Eko Sky restaurant for a special meal to celebrate my husband's birthday. Service was excellent, food extremely good and the views stunning.",4,01/10/2013,4,The Sky Restaurant
